ticker,average_weight,simulation,strategy
SGOV,0.39999999999999913,1001,min_variance
VT,0.09999999999999978,1001,min_variance
BND,0.24980871794871826,1001,max_sharpe
GLD,0.29808854700854703,1001,max_sharpe
GSG,0.09999999999999978,1001,max_sharpe
SGOV,0.2501919658119659,1001,max_sharpe
VT,0.10191068376068353,1001,max_sharpe
BND,0.0,1001,market_cap
GLD,0.0,1001,market_cap
GSG,0.0,1001,market_cap
SGOV,0.0,1001,market_cap
VT,1.0,1001,market_cap
BND,0.19999999999999957,1001,equal_weight
GLD,0.19999999999999957,1001,equal_weight
GSG,0.19999999999999957,1001,equal_weight
SGOV,0.19999999999999957,1001,equal_weight
VT,0.19999999999999957,1001,equal_weight
BND,0.3000000000000002,1002,min_variance
GLD,0.09999999999999978,1002,min_variance
GSG,0.09999999999999978,1002,min_variance
SGOV,0.39999999999999913,1002,min_variance
VT,0.09999999999999978,1002,min_variance
BND,0.18976991452991473,1002,max_sharpe
GLD,0.2251673504273501,1002,max_sharpe
GSG,0.11941999999999976,1002,max_sharpe
SGOV,0.2661194017094019,1002,max_sharpe
VT,0.1995231623931625,1002,max_sharpe
BND,0.0,1002,market_cap
GLD,0.0,1002,market_cap
GSG,0.0,1002,market_cap
SGOV,0.0,1002,market_cap
VT,1.0,1002,market_cap
BND,0.19999999999999957,1002,equal_weight
GLD,0.19999999999999957,1002,equal_weight
GSG,0.19999999999999957,1002,equal_weight
SGOV,0.19999999999999957,1002,equal_weight
VT,0.19999999999999957,1002,equal_weight
BND,0.3000000000000002,1003,min_variance
GLD,0.09999999999999978,1003,min_variance
GSG,0.09999999999999978,1003,min_variance
SGOV,0.39999999999999913,1003,min_variance
VT,0.09999999999999978,1003,min_variance
BND,0.21950786324786306,1003,max_sharpe
GLD,0.22359478632478708,1003,max_sharpe
GSG,0.10237452991452972,1003,max_sharpe
SGOV,0.25511769230769255,1003,max_sharpe
VT,0.19940521367521388,1003,max_sharpe
BND,0.0,1003,market_cap
GLD,0.0,1003,market_cap
GSG,0.0,1003,market_cap
SGOV,0.0,1003,market_cap
VT,1.0,1003,market_cap
BND,0.19999999999999957,1003,equal_weight
GLD,0.19999999999999957,1003,equal_weight
GSG,0.19999999999999957,1003,equal_weight
SGOV,0.19999999999999957,1003,equal_weight
VT,0.19999999999999957,1003,equal_weight
BND,0.3000000000000002,1004,min_variance
GLD,0.09999999999999978,1004,min_variance
GSG,0.09999999999999978,1004,min_variance
SGOV,0.39999999999999913,1004,min_variance
VT,0.09999999999999978,1004,min_variance
BND,0.2235992307692312,1004,max_sharpe
GLD,0.23382264957264967,1004,max_sharpe
GSG,0.10023299145299124,1004,max_sharpe
SGOV,0.2546505982905983,1004,max_sharpe
VT,0.18769427350427378,1004,max_sharpe
BND,0.0,1004,market_cap
GLD,0.0,1004,market_cap
GSG,0.0,1004,market_cap
SGOV,0.0,1004,market_cap
VT,1.0,1004,market_cap
BND,0.19999999999999957,1004,equal_weight
GLD,0.19999999999999957,1004,equal_weight
GSG,0.19999999999999957,1004,equal_weight
SGOV,0.19999999999999957,1004,equal_weight
VT,0.19999999999999957,1004,equal_weight
BND,0.3000000000000002,1005,min_variance
GLD,0.09999999999999978,1005,min_variance
GSG,0.09999999999999978,1005,min_variance
SGOV,0.39999999999999913,1005,min_variance
VT,0.09999999999999978,1005,min_variance
BND,0.2582163247863251,1005,max_sharpe
GLD,0.15249213675213685,1005,max_sharpe
GSG,0.12192931623931604,1005,max_sharpe
SGOV,0.2245836752136753,1005,max_sharpe
VT,0.24277863247863266,1005,max_sharpe
BND,0.0,1005,market_cap
GLD,0.0,1005,market_cap
GSG,0.0,1005,market_cap
SGOV,0.0,1005,market_cap
VT,1.0,1005,market_cap
BND,0.19999999999999957,1005,equal_weight
GLD,0.19999999999999957,1005,equal_weight
GSG,0.19999999999999957,1005,equal_weight
SGOV,0.19999999999999957,1005,equal_weight
VT,0.19999999999999957,1005,equal_weight
BND,0.3000000000000002,1006,min_variance
GLD,0.09999999999999978,1006,min_variance
GSG,0.09999999999999978,1006,min_variance
SGOV,0.39999999999999913,1006,min_variance
VT,0.09999999999999978,1006,min_variance
BND,0.27271307692307717,1006,max_sharpe
GLD,0.27232897435897396,1006,max_sharpe
GSG,0.11111170940170918,1006,max_sharpe
SGOV,0.20483111111111174,1006,max_sharpe
VT,0.13901495726495716,1006,max_sharpe
BND,0.0,1006,market_cap
GLD,0.0,1006,market_cap
GSG,0.0,1006,market_cap
SGOV,0.0,1006,market_cap
VT,1.0,1006,market_cap
BND,0.19999999999999957,1006,equal_weight
GLD,0.19999999999999957,1006,equal_weight
GSG,0.19999999999999957,1006,equal_weight
SGOV,0.19999999999999957,1006,equal_weight
VT,0.19999999999999957,1006,equal_weight
BND,0.3000000000000002,1007,min_variance
GLD,0.09999999999999978,1007,min_variance
GSG,0.09999999999999978,1007,min_variance
SGOV,0.39999999999999913,1007,min_variance
VT,0.09999999999999978,1007,min_variance
BND,0.22863880341880397,1007,max_sharpe
GLD,0.33703410256410204,1007,max_sharpe
GSG,0.09999999999999978,1007,max_sharpe
SGOV,0.23072034188034224,1007,max_sharpe
VT,0.10360658119658098,1007,max_sharpe
BND,0.0,1007,market_cap
GLD,0.0,1007,market_cap
GSG,0.0,1007,market_cap
SGOV,0.0,1007,market_cap
VT,1.0,1007,market_cap
BND,0.19999999999999957,1007,equal_weight
GLD,0.19999999999999957,1007,equal_weight
GSG,0.19999999999999957,1007,equal_weight
SGOV,0.19999999999999957,1007,equal_weight
VT,0.19999999999999957,1007,equal_weight
BND,0.3000000000000002,1008,min_variance
GLD,0.09999999999999978,1008,min_variance
GSG,0.09999999999999978,1008,min_variance
SGOV,0.39999999999999913,1008,min_variance
VT,0.09999999999999978,1008,min_variance
BND,0.22725119658119666,1008,max_sharpe
GLD,0.21629205128205162,1008,max_sharpe
GSG,0.11353666666666645,1008,max_sharpe
SGOV,0.26538017094017113,1008,max_sharpe
VT,0.17753999999999984,1008,max_sharpe
BND,0.0,1008,market_cap
GLD,0.0,1008,market_cap
GSG,0.0,1008,market_cap
SGOV,0.0,1008,market_cap
VT,1.0,1008,market_cap
BND,0.19999999999999957,1008,equal_weight
GLD,0.19999999999999957,1008,equal_weight
GSG,0.19999999999999957,1008,equal_weight
SGOV,0.19999999999999957,1008,equal_weight
VT,0.19999999999999957,1008,equal_weight
BND,0.3000000000000002,1009,min_variance
GLD,0.09999999999999978,1009,min_variance
GSG,0.09999999999999978,1009,min_variance
SGOV,0.39999999999999913,1009,min_variance
VT,0.09999999999999978,1009,min_variance
BND,0.26439675213675223,1009,max_sharpe
GLD,0.2433239316239318,1009,max_sharpe
GSG,0.10639119658119639,1009,max_sharpe
SGOV,0.24012290598290612,1009,max_sharpe
VT,0.14576504273504257,1009,max_sharpe
BND,0.0,1009,market_cap
GLD,0.0,1009,market_cap
GSG,0.0,1009,market_cap
SGOV,0.0,1009,market_cap
VT,1.0,1009,market_cap
BND,0.19999999999999957,1009,equal_weight
GLD,0.19999999999999957,1009,equal_weight
GSG,0.19999999999999957,1009,equal_weight
SGOV,0.19999999999999957,1009,equal_weight
VT,0.19999999999999957,1009,equal_weight
BND,0.3000000000000002,1010,min_variance
GLD,0.09999999999999978,1010,min_variance
GSG,0.09999999999999978,1010,min_variance
SGOV,0.39999999999999913,1010,min_variance
VT,0.09999999999999978,1010,min_variance
BND,0.2680645299145299,1010,max_sharpe
GLD,0.2727946153846153,1010,max_sharpe
GSG,0.11174153846153828,1010,max_sharpe
SGOV,0.2055895726495729,1010,max_sharpe
VT,0.14180931623931617,1010,max_sharpe
BND,0.0,1010,market_cap
GLD,0.0,1010,market_cap
GSG,0.0,1010,market_cap
SGOV,0.0,1010,market_cap
VT,1.0,1010,market_cap
BND,0.19999999999999957,1010,equal_weight
GLD,0.19999999999999957,1010,equal_weight
GSG,0.19999999999999957,1010,equal_weight
SGOV,0.19999999999999957,1010,equal_weight
VT,0.19999999999999957,1010,equal_weight
BND,0.3000000000000002,1011,min_variance
GLD,0.09999999999999978,1011,min_variance
GSG,0.09999999999999978,1011,min_variance
SGOV,0.39999999999999913,1011,min_variance
VT,0.09999999999999978,1011,min_variance
BND,0.29176333333333354,1011,max_sharpe
GLD,0.26080290598290556,1011,max_sharpe
GSG,0.09999999999999978,1011,max_sharpe
SGOV,0.1862889743589751,1011,max_sharpe
VT,0.16114470085470078,1011,max_sharpe
BND,0.0,1011,market_cap
GLD,0.0,1011,market_cap
GSG,0.0,1011,market_cap
SGOV,0.0,1011,market_cap
VT,1.0,1011,market_cap
BND,0.19999999999999957,1011,equal_weight
GLD,0.19999999999999957,1011,equal_weight
GSG,0.19999999999999957,1011,equal_weight
SGOV,0.19999999999999957,1011,equal_weight
VT,0.19999999999999957,1011,equal_weight
BND,0.3000000000000002,1012,min_variance
GLD,0.09999999999999978,1012,min_variance
GSG,0.09999999999999978,1012,min_variance
SGOV,0.39999999999999913,1012,min_variance
VT,0.09999999999999978,1012,min_variance
BND,0.1330147008547008,1012,max_sharpe
GLD,0.30308547008546977,1012,max_sharpe
GSG,0.11091410256410235,1012,max_sharpe
SGOV,0.2751072649572653,1012,max_sharpe
VT,0.177878376068376,1012,max_sharpe
BND,0.0,1012,market_cap
GLD,0.0,1012,market_cap
GSG,0.0,1012,market_cap
SGOV,0.0,1012,market_cap
VT,1.0,1012,market_cap
BND,0.19999999999999957,1012,equal_weight
GLD,0.19999999999999957,1012,equal_weight
GSG,0.19999999999999957,1012,equal_weight
SGOV,0.19999999999999957,1012,equal_weight
VT,0.19999999999999957,1012,equal_weight
BND,0.3000000000000002,1013,min_variance
GLD,0.09999999999999978,1013,min_variance
GSG,0.09999999999999978,1013,min_variance
SGOV,0.39999999999999913,1013,min_variance
VT,0.09999999999999978,1013,min_variance
BND,0.22235538461538526,1013,max_sharpe
GLD,0.28176914529914504,1013,max_sharpe
GSG,0.11787965811965798,1013,max_sharpe
SGOV,0.27657128205128206,1013,max_sharpe
VT,0.10142461538461518,1013,max_sharpe
BND,0.0,1013,market_cap
GLD,0.0,1013,market_cap
GSG,0.0,1013,market_cap
SGOV,0.0,1013,market_cap
VT,1.0,1013,market_cap
BND,0.19999999999999957,1013,equal_weight
GLD,0.19999999999999957,1013,equal_weight
GSG,0.19999999999999957,1013,equal_weight
SGOV,0.19999999999999957,1013,equal_weight
VT,0.19999999999999957,1013,equal_weight
BND,0.3000000000000002,1014,min_variance
GLD,0.09999999999999978,1014,min_variance
GSG,0.09999999999999978,1014,min_variance
SGOV,0.39999999999999913,1014,min_variance
VT,0.09999999999999978,1014,min_variance
BND,0.24498632478632476,1014,max_sharpe
GLD,0.2592166666666669,1014,max_sharpe
GSG,0.13359051282051268,1014,max_sharpe
SGOV,0.2452317948717947,1014,max_sharpe
VT,0.11697461538461518,1014,max_sharpe
BND,0.0,1014,market_cap
GLD,0.0,1014,market_cap
GSG,0.0,1014,market_cap
SGOV,0.0,1014,market_cap
VT,1.0,1014,market_cap
BND,0.19999999999999957,1014,equal_weight
GLD,0.19999999999999957,1014,equal_weight
GSG,0.19999999999999957,1014,equal_weight
SGOV,0.19999999999999957,1014,equal_weight
VT,0.19999999999999957,1014,equal_weight
BND,0.3000000000000002,1015,min_variance
GLD,0.09999999999999978,1015,min_variance
GSG,0.09999999999999978,1015,min_variance
SGOV,0.39999999999999913,1015,min_variance
VT,0.09999999999999978,1015,min_variance
BND,0.22695299145299191,1015,max_sharpe
GLD,0.21757333333333367,1015,max_sharpe
GSG,0.10193341880341858,1015,max_sharpe
SGOV,0.2443476923076926,1015,max_sharpe
VT,0.20919256410256387,1015,max_sharpe
BND,0.0,1015,market_cap
GLD,0.0,1015,market_cap
GSG,0.0,1015,market_cap
SGOV,0.0,1015,market_cap
VT,1.0,1015,market_cap
BND,0.19999999999999957,1015,equal_weight
GLD,0.19999999999999957,1015,equal_weight
GSG,0.19999999999999957,1015,equal_weight
SGOV,0.19999999999999957,1015,equal_weight
VT,0.19999999999999957,1015,equal_weight
BND,0.3000000000000002,1016,min_variance
GLD,0.09999999999999978,1016,min_variance
GSG,0.09999999999999978,1016,min_variance
SGOV,0.39999999999999913,1016,min_variance
VT,0.09999999999999978,1016,min_variance
BND,0.21213136752136794,1016,max_sharpe
GLD,0.2520082905982911,1016,max_sharpe
GSG,0.10110606837606817,1016,max_sharpe
SGOV,0.2364489743589745,1016,max_sharpe
VT,0.19830555555555546,1016,max_sharpe
BND,0.0,1016,market_cap
GLD,0.0,1016,market_cap
GSG,0.0,1016,market_cap
SGOV,0.0,1016,market_cap
VT,1.0,1016,market_cap
BND,0.19999999999999957,1016,equal_weight
GLD,0.19999999999999957,1016,equal_weight
GSG,0.19999999999999957,1016,equal_weight
SGOV,0.19999999999999957,1016,equal_weight
VT,0.19999999999999957,1016,equal_weight
BND,0.3000000000000002,1017,min_variance
GLD,0.09999999999999978,1017,min_variance
GSG,0.09999999999999978,1017,min_variance
SGOV,0.39999999999999913,1017,min_variance
VT,0.09999999999999978,1017,min_variance
BND,0.23491384615384642,1017,max_sharpe
GLD,0.16349247863247898,1017,max_sharpe
GSG,0.1397562393162392,1017,max_sharpe
SGOV,0.21575846153846195,1017,max_sharpe
VT,0.24607880341880306,1017,max_sharpe
BND,0.0,1017,market_cap
GLD,0.0,1017,market_cap
GSG,0.0,1017,market_cap
SGOV,0.0,1017,market_cap
VT,1.0,1017,market_cap
BND,0.19999999999999957,1017,equal_weight
GLD,0.19999999999999957,1017,equal_weight
GSG,0.19999999999999957,1017,equal_weight
SGOV,0.19999999999999957,1017,equal_weight
VT,0.19999999999999957,1017,equal_weight
BND,0.3000000000000002,1018,min_variance
GLD,0.09999999999999978,1018,min_variance
GSG,0.09999999999999978,1018,min_variance
SGOV,0.39999999999999913,1018,min_variance
VT,0.09999999999999978,1018,min_variance
BND,0.1824655555555558,1018,max_sharpe
GLD,0.26025316239316243,1018,max_sharpe
GSG,0.11912299145299124,1018,max_sharpe
SGOV,0.24015598290598314,1018,max_sharpe
VT,0.19800205128205114,1018,max_sharpe
BND,0.0,1018,market_cap
GLD,0.0,1018,market_cap
GSG,0.0,1018,market_cap
SGOV,0.0,1018,market_cap
VT,1.0,1018,market_cap
BND,0.19999999999999957,1018,equal_weight
GLD,0.19999999999999957,1018,equal_weight
GSG,0.19999999999999957,1018,equal_weight
SGOV,0.19999999999999957,1018,equal_weight
VT,0.19999999999999957,1018,equal_weight
BND,0.3000000000000002,1019,min_variance
GLD,0.09999999999999978,1019,min_variance
GSG,0.09999999999999978,1019,min_variance
SGOV,0.39999999999999913,1019,min_variance
VT,0.09999999999999978,1019,min_variance
BND,0.24457068376068417,1019,max_sharpe
GLD,0.20092333333333295,1019,max_sharpe
GSG,0.11125905982905962,1019,max_sharpe
SGOV,0.2804157264957266,1019,max_sharpe
VT,0.16283119658119674,1019,max_sharpe
BND,0.0,1019,market_cap
GLD,0.0,1019,market_cap
GSG,0.0,1019,market_cap
SGOV,0.0,1019,market_cap
VT,1.0,1019,market_cap
BND,0.19999999999999957,1019,equal_weight
GLD,0.19999999999999957,1019,equal_weight
GSG,0.19999999999999957,1019,equal_weight
SGOV,0.19999999999999957,1019,equal_weight
VT,0.19999999999999957,1019,equal_weight
BND,0.3000000000000002,1020,min_variance
GLD,0.09999999999999978,1020,min_variance
GSG,0.09999999999999978,1020,min_variance
SGOV,0.39999999999999913,1020,min_variance
VT,0.09999999999999978,1020,min_variance
BND,0.20326837606837675,1020,max_sharpe
GLD,0.19451965811965788,1020,max_sharpe
GSG,0.14565897435897443,1020,max_sharpe
SGOV,0.32719017094017083,1020,max_sharpe
VT,0.12936282051282033,1020,max_sharpe
BND,0.0,1020,market_cap
GLD,0.0,1020,market_cap
GSG,0.0,1020,market_cap
SGOV,0.0,1020,market_cap
VT,1.0,1020,market_cap
BND,0.19999999999999957,1020,equal_weight
GLD,0.19999999999999957,1020,equal_weight
GSG,0.19999999999999957,1020,equal_weight
SGOV,0.19999999999999957,1020,equal_weight
VT,0.19999999999999957,1020,equal_weight
BND,0.3000000000000002,1021,min_variance
GLD,0.09999999999999978,1021,min_variance
GSG,0.09999999999999978,1021,min_variance
SGOV,0.39999999999999913,1021,min_variance
VT,0.09999999999999978,1021,min_variance
BND,0.24207461538461547,1021,max_sharpe
GLD,0.22484145299145333,1021,max_sharpe
GSG,0.13776076923076902,1021,max_sharpe
SGOV,0.23189555555555538,1021,max_sharpe
VT,0.16342820512820505,1021,max_sharpe
BND,0.0,1021,market_cap
GLD,0.0,1021,market_cap
GSG,0.0,1021,market_cap
SGOV,0.0,1021,market_cap
VT,1.0,1021,market_cap
BND,0.19999999999999957,1021,equal_weight
GLD,0.19999999999999957,1021,equal_weight
GSG,0.19999999999999957,1021,equal_weight
SGOV,0.19999999999999957,1021,equal_weight
VT,0.19999999999999957,1021,equal_weight
BND,0.3000000000000002,1022,min_variance
GLD,0.09999999999999978,1022,min_variance
GSG,0.09999999999999978,1022,min_variance
SGOV,0.39999999999999913,1022,min_variance
VT,0.09999999999999978,1022,min_variance
BND,0.31557487179487165,1022,max_sharpe
GLD,0.18328991452991442,1022,max_sharpe
GSG,0.1472988034188034,1022,max_sharpe
SGOV,0.24405017094017098,1022,max_sharpe
VT,0.10978632478632455,1022,max_sharpe
BND,0.0,1022,market_cap
GLD,0.0,1022,market_cap
GSG,0.0,1022,market_cap
SGOV,0.0,1022,market_cap
VT,1.0,1022,market_cap
BND,0.19999999999999957,1022,equal_weight
GLD,0.19999999999999957,1022,equal_weight
GSG,0.19999999999999957,1022,equal_weight
SGOV,0.19999999999999957,1022,equal_weight
VT,0.19999999999999957,1022,equal_weight
BND,0.3000000000000002,1023,min_variance
GLD,0.09999999999999978,1023,min_variance
GSG,0.09999999999999978,1023,min_variance
SGOV,0.39999999999999913,1023,min_variance
VT,0.09999999999999978,1023,min_variance
BND,0.24000871794871845,1023,max_sharpe
GLD,0.150883076923077,1023,max_sharpe
GSG,0.16875196581196564,1023,max_sharpe
SGOV,0.18846333333333343,1023,max_sharpe
VT,0.2518929914529915,1023,max_sharpe
BND,0.0,1023,market_cap
GLD,0.0,1023,market_cap
GSG,0.0,1023,market_cap
SGOV,0.0,1023,market_cap
VT,1.0,1023,market_cap
BND,0.19999999999999957,1023,equal_weight
GLD,0.19999999999999957,1023,equal_weight
GSG,0.19999999999999957,1023,equal_weight
SGOV,0.19999999999999957,1023,equal_weight
VT,0.19999999999999957,1023,equal_weight
BND,0.3000000000000002,1024,min_variance
GLD,0.09999999999999978,1024,min_variance
GSG,0.09999999999999978,1024,min_variance
SGOV,0.39999999999999913,1024,min_variance
VT,0.09999999999999978,1024,min_variance
BND,0.28115153846153823,1024,max_sharpe
GLD,0.18976709401709432,1024,max_sharpe
GSG,0.15027042735042742,1024,max_sharpe
SGOV,0.2186816239316245,1024,max_sharpe
VT,0.16012948717948702,1024,max_sharpe
BND,0.0,1024,market_cap
GLD,0.0,1024,market_cap
GSG,0.0,1024,market_cap
SGOV,0.0,1024,market_cap
VT,1.0,1024,market_cap
BND,0.19999999999999957,1024,equal_weight
GLD,0.19999999999999957,1024,equal_weight
GSG,0.19999999999999957,1024,equal_weight
SGOV,0.19999999999999957,1024,equal_weight
VT,0.19999999999999957,1024,equal_weight
BND,0.3000000000000002,1025,min_variance
GLD,0.09999999999999978,1025,min_variance
GSG,0.09999999999999978,1025,min_variance
SGOV,0.39999999999999913,1025,min_variance
VT,0.09999999999999978,1025,min_variance
BND,0.17838333333333337,1025,max_sharpe
GLD,0.18456735042735056,1025,max_sharpe
GSG,0.11187205128205106,1025,max_sharpe
SGOV,0.2532746153846156,1025,max_sharpe
VT,0.27190239316239334,1025,max_sharpe
BND,0.0,1025,market_cap
GLD,0.0,1025,market_cap
GSG,0.0,1025,market_cap
SGOV,0.0,1025,market_cap
VT,1.0,1025,market_cap
BND,0.19999999999999957,1025,equal_weight
GLD,0.19999999999999957,1025,equal_weight
GSG,0.19999999999999957,1025,equal_weight
SGOV,0.19999999999999957,1025,equal_weight
VT,0.19999999999999957,1025,equal_weight
BND,0.3000000000000002,1026,min_variance
GLD,0.09999999999999978,1026,min_variance
GSG,0.09999999999999978,1026,min_variance
SGOV,0.39999999999999913,1026,min_variance
VT,0.09999999999999978,1026,min_variance
BND,0.2905111111111111,1026,max_sharpe
GLD,0.17546606837606865,1026,max_sharpe
GSG,0.1162981196581195,1026,max_sharpe
SGOV,0.18354581196581188,1026,max_sharpe
VT,0.23417854700854704,1026,max_sharpe
BND,0.0,1026,market_cap
GLD,0.0,1026,market_cap
GSG,0.0,1026,market_cap
SGOV,0.0,1026,market_cap
VT,1.0,1026,market_cap
BND,0.19999999999999957,1026,equal_weight
GLD,0.19999999999999957,1026,equal_weight
GSG,0.19999999999999957,1026,equal_weight
SGOV,0.19999999999999957,1026,equal_weight
VT,0.19999999999999957,1026,equal_weight
BND,0.3000000000000002,1027,min_variance
GLD,0.09999999999999978,1027,min_variance
GSG,0.09999999999999978,1027,min_variance
SGOV,0.39999999999999913,1027,min_variance
VT,0.09999999999999978,1027,min_variance
BND,0.2505336752136756,1027,max_sharpe
GLD,0.1860759829059831,1027,max_sharpe
GSG,0.13912846153846142,1027,max_sharpe
SGOV,0.2825141025641023,1027,max_sharpe
VT,0.1417477777777777,1027,max_sharpe
BND,0.0,1027,market_cap
GLD,0.0,1027,market_cap
GSG,0.0,1027,market_cap
SGOV,0.0,1027,market_cap
VT,1.0,1027,market_cap
BND,0.19999999999999957,1027,equal_weight
GLD,0.19999999999999957,1027,equal_weight
GSG,0.19999999999999957,1027,equal_weight
SGOV,0.19999999999999957,1027,equal_weight
VT,0.19999999999999957,1027,equal_weight
BND,0.3000000000000002,1028,min_variance
GLD,0.09999999999999978,1028,min_variance
GSG,0.09999999999999978,1028,min_variance
SGOV,0.39999999999999913,1028,min_variance
VT,0.09999999999999978,1028,min_variance
BND,0.21913000000000027,1028,max_sharpe
GLD,0.1656766666666667,1028,max_sharpe
GSG,0.1486709401709403,1028,max_sharpe
SGOV,0.2534489743589743,1028,max_sharpe
VT,0.21307333333333361,1028,max_sharpe
BND,0.0,1028,market_cap
GLD,0.0,1028,market_cap
GSG,0.0,1028,market_cap
SGOV,0.0,1028,market_cap
VT,1.0,1028,market_cap
BND,0.19999999999999957,1028,equal_weight
GLD,0.19999999999999957,1028,equal_weight
GSG,0.19999999999999957,1028,equal_weight
SGOV,0.19999999999999957,1028,equal_weight
VT,0.19999999999999957,1028,equal_weight
BND,0.3000000000000002,1029,min_variance
GLD,0.09999999999999978,1029,min_variance
GSG,0.09999999999999978,1029,min_variance
SGOV,0.39999999999999913,1029,min_variance
VT,0.09999999999999978,1029,min_variance
BND,0.20779683760683754,1029,max_sharpe
GLD,0.15502658119658128,1029,max_sharpe
GSG,0.18585948717948778,1029,max_sharpe
SGOV,0.22742538461538483,1029,max_sharpe
VT,0.22389136752136748,1029,max_sharpe
BND,0.0,1029,market_cap
GLD,0.0,1029,market_cap
GSG,0.0,1029,market_cap
SGOV,0.0,1029,market_cap
VT,1.0,1029,market_cap
BND,0.19999999999999957,1029,equal_weight
GLD,0.19999999999999957,1029,equal_weight
GSG,0.19999999999999957,1029,equal_weight
SGOV,0.19999999999999957,1029,equal_weight
VT,0.19999999999999957,1029,equal_weight
BND,0.3000000000000002,1030,min_variance
GLD,0.09999999999999978,1030,min_variance
GSG,0.09999999999999978,1030,min_variance
SGOV,0.39999999999999913,1030,min_variance
VT,0.09999999999999978,1030,min_variance
BND,0.26144717948717966,1030,max_sharpe
GLD,0.1440023931623931,1030,max_sharpe
GSG,0.11318957264957247,1030,max_sharpe
SGOV,0.2509894017094017,1030,max_sharpe
VT,0.23037145299145317,1030,max_sharpe
BND,0.0,1030,market_cap
GLD,0.0,1030,market_cap
GSG,0.0,1030,market_cap
SGOV,0.0,1030,market_cap
VT,1.0,1030,market_cap
BND,0.19999999999999957,1030,equal_weight
GLD,0.19999999999999957,1030,equal_weight
GSG,0.19999999999999957,1030,equal_weight
SGOV,0.19999999999999957,1030,equal_weight
VT,0.19999999999999957,1030,equal_weight
BND,0.3000000000000002,1031,min_variance
GLD,0.09999999999999978,1031,min_variance
GSG,0.09999999999999978,1031,min_variance
SGOV,0.39999999999999913,1031,min_variance
VT,0.09999999999999978,1031,min_variance
BND,0.2611984615384618,1031,max_sharpe
GLD,0.1823744444444441,1031,max_sharpe
GSG,0.10899418803418782,1031,max_sharpe
SGOV,0.23813461538461606,1031,max_sharpe
VT,0.20929820512820543,1031,max_sharpe
BND,0.0,1031,market_cap
GLD,0.0,1031,market_cap
GSG,0.0,1031,market_cap
SGOV,0.0,1031,market_cap
VT,1.0,1031,market_cap
BND,0.19999999999999957,1031,equal_weight
GLD,0.19999999999999957,1031,equal_weight
GSG,0.19999999999999957,1031,equal_weight
SGOV,0.19999999999999957,1031,equal_weight
VT,0.19999999999999957,1031,equal_weight
BND,0.3000000000000002,1032,min_variance
GLD,0.09999999999999978,1032,min_variance
GSG,0.09999999999999978,1032,min_variance
SGOV,0.39999999999999913,1032,min_variance
VT,0.09999999999999978,1032,min_variance
BND,0.2496508547008546,1032,max_sharpe
GLD,0.21621589743589803,1032,max_sharpe
GSG,0.10698854700854678,1032,max_sharpe
SGOV,0.22121162393162475,1032,max_sharpe
VT,0.20593333333333336,1032,max_sharpe
BND,0.0,1032,market_cap
GLD,0.0,1032,market_cap
GSG,0.0,1032,market_cap
SGOV,0.0,1032,market_cap
VT,1.0,1032,market_cap
BND,0.19999999999999957,1032,equal_weight
GLD,0.19999999999999957,1032,equal_weight
GSG,0.19999999999999957,1032,equal_weight
SGOV,0.19999999999999957,1032,equal_weight
VT,0.19999999999999957,1032,equal_weight
BND,0.3000000000000002,1033,min_variance
GLD,0.09999999999999978,1033,min_variance
GSG,0.09999999999999978,1033,min_variance
SGOV,0.39999999999999913,1033,min_variance
VT,0.09999999999999978,1033,min_variance
BND,0.22420179487179526,1033,max_sharpe
GLD,0.282807521367521,1033,max_sharpe
GSG,0.1077902564102562,1033,max_sharpe
SGOV,0.2567091452991456,1033,max_sharpe
VT,0.12849119658119637,1033,max_sharpe
BND,0.0,1033,market_cap
GLD,0.0,1033,market_cap
GSG,0.0,1033,market_cap
SGOV,0.0,1033,market_cap
VT,1.0,1033,market_cap
BND,0.19999999999999957,1033,equal_weight
GLD,0.19999999999999957,1033,equal_weight
GSG,0.19999999999999957,1033,equal_weight
SGOV,0.19999999999999957,1033,equal_weight
VT,0.19999999999999957,1033,equal_weight
BND,0.3000000000000002,1034,min_variance
GLD,0.09999999999999978,1034,min_variance
GSG,0.09999999999999978,1034,min_variance
SGOV,0.39999999999999913,1034,min_variance
VT,0.09999999999999978,1034,min_variance
BND,0.22727102564102625,1034,max_sharpe
GLD,0.14624119658119653,1034,max_sharpe
GSG,0.18036478632478656,1034,max_sharpe
SGOV,0.2643764102564105,1034,max_sharpe
VT,0.1817462393162391,1034,max_sharpe
BND,0.0,1034,market_cap
GLD,0.0,1034,market_cap
GSG,0.0,1034,market_cap
SGOV,0.0,1034,market_cap
VT,1.0,1034,market_cap
BND,0.19999999999999957,1034,equal_weight
GLD,0.19999999999999957,1034,equal_weight
GSG,0.19999999999999957,1034,equal_weight
SGOV,0.19999999999999957,1034,equal_weight
VT,0.19999999999999957,1034,equal_weight
BND,0.3000000000000002,1035,min_variance
GLD,0.09999999999999978,1035,min_variance
GSG,0.09999999999999978,1035,min_variance
SGOV,0.39999999999999913,1035,min_variance
VT,0.09999999999999978,1035,min_variance
BND,0.15674145299145287,1035,max_sharpe
GLD,0.26981017094017057,1035,max_sharpe
GSG,0.17634846153846218,1035,max_sharpe
SGOV,0.2560762393162397,1035,max_sharpe
VT,0.1410233333333332,1035,max_sharpe
BND,0.0,1035,market_cap
